Location,Year,Cut,Block,Position,ID,Treatment,MSC,DM_Pct,Height_inch,Yield_MgHa,FallDormancy_cm,Yield_201,Yield_202,201_Height,202_Height,201_DMpct,202_DMpct,201_MSC,202_MSC
ID,2018,2,2,8,20208,126,,,,4.8,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,9,20209,92,,,,4.59,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,10,20210,174,,,,4.86,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,11,20211,28,,,,3.49,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,12,20212,144,2,24.1,,3.67,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,13,20213,202,1.8,25.12,,5.31,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,14,20214,66,,,,3.28,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,15,20215,90,,,,1.69,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,16,20216,68,,,,1.75,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,17,20217,149,,,,5.73,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,18,20218,102,,,,2.57,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,19,20219,168,,,,1.26,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,2,20,20220,164,,,,4.86,,2.08,5.31,,,22.01,25.12,1.8,1.8
ID,2018,2,3,1,20301,186,,,,3.33,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,2,20302,159,,,,4.48,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,3,20303,147,,,,4.53,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,4,20304,109,,,,2.68,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,5,20305,29,,,,3.23,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,6,20306,75,,,,2.83,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,7,20307,161,,,,3.17,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,8,20308,127,,,,2.02,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,9,20309,120,,,,3.44,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,10,20310,155,,,,2.68,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,11,20311,41,,,,3.28,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,12,20312,151,,,,2.68,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,13,20313,150,,,,4.04,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,14,20314,201,2.3,24.77,,2.77,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,15,20315,195,,,,2.51,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,16,20316,108,,,,3.17,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,17,20317,162,,,,3.06,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,18,20318,60,,,,4.04,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,19,20319,134,,,,4.64,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,3,20,20320,202,1.8,22.98,,4.62,,2.77,4.62,,,24.77,22.98,2.3,1.8
ID,2018,2,4,1,20401,34,,,,3.13,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,2,20402,97,,,,3.11,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,3,20403,56,,,,2.18,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,4,20404,23,,,,4.59,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,5,20405,202,1.8,25,,2.52,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,6,20406,129,,,,2.84,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,7,20407,187,,,,3.93,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,8,20408,111,,,,5.3,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,9,20409,76,,,,3.1,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,10,20410,158,,,,4,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,11,20411,201,1.9,20.63,,3.75,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,12,20412,39,,,,4.53,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,13,20413,87,,,,4.64,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,14,20414,172,,,,2.89,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,15,20415,157,,,,3.99,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,16,20416,169,,,,2.95,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,17,20417,177,,,,4.37,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,18,20418,22,,,,3.22,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,19,20419,61,2,23.75,,1.79,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,4,20,20420,180,,,,3.11,,3.75,2.52,,,20.63,25,1.9,1.8
ID,2018,2,5,1,20501,152,,,,4.2,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,2,20502,202,1.9,22.85,,2.86,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,3,20503,148,,,,4.42,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,4,20504,201,2.3,23.5,,3.8,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,5,20505,85,,,,3.71,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,6,20506,193,,,,2.07,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,7,20507,79,,,,3.33,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,8,20508,89,,,,3.55,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,9,20509,2,,,,3,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,10,20510,73,,,,1.86,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,11,20511,196,,,,4.42,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,12,20512,119,,,,4.1,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,13,20513,59,,,,3.6,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,14,20514,9,,,,1.53,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,15,20515,63,,,,4.2,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,16,20516,125,,,,5.24,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,17,20517,122,,,,3.22,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,18,20518,138,,,,1.69,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,19,20519,191,,,,1.26,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,5,20,20520,183,,,,5.3,,3.8,2.86,,,23.5,22.85,2.3,1.9
ID,2018,2,6,1,20601,3,,,,2.11,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,2,20602,26,,,,3.57,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,3,20603,8,,,,2.24,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,4,20604,133,,,,6.01,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,5,20605,96,,,,3.22,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,6,20606,64,,,,3.11,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,7,20607,42,,,,1.26,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,8,20608,145,,,,6.06,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,9,20609,10,,,,3.49,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,10,20610,74,,,,1.47,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,11,20611,167,,,,1.42,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,12,20612,188,,,,2.68,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,13,20613,69,,,,4.75,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,14,20614,4,,,,3,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,15,20615,201,,,,3.77,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,16,20616,202,2,22.78,,3.81,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,17,20617,153,2.2,26.46,,2.18,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,18,20618,112,,,,3.4,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,19,20619,30,1.9,26.97,,0.98,,3.77,3.81,,,,22.78,,2
ID,2018,2,6,20,20620,83,,,,1.86,,3.77,3.81,,,,22.78,,2
ID,2018,2,7,1,20701,184,,,,4.15,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,2,20702,170,,,,5.62,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,3,20703,47,,,,3.93,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,4,20704,57,,,,3.28,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,5,20705,88,,,,2.24,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,6,20706,113,,,,3.82,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,7,20707,93,,,,3.17,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,8,20708,7,,,,3.49,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,9,20709,36,,,,2.73,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,10,20710,165,,,,3.88,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,11,20711,140,,,,1.91,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,12,20712,107,,,,3.99,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,13,20713,182,,,,4.37,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,14,20714,202,1.9,29.37,,3.4,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,15,20715,71,,,,3.17,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,16,20716,198,,,,4.31,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,17,20717,192,,,,3.44,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,18,20718,65,,,,3.93,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,19,20719,190,,,,5.51,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,7,20,20720,201,1.8,22.51,,3.98,,3.98,3.4,,,22.51,29.37,1.8,1.9
ID,2018,2,8,1,20801,135,,,,2.84,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,2,20802,117,,,,3.44,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,3,20803,21,,,,1.26,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,4,20804,185,,,,1.91,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,5,20805,20,,,,3.33,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,6,20806,114,,,,4.48,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,7,20807,176,,,,5.13,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,8,20808,46,,,,2.89,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,9,20809,81,,,,1.69,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,10,20810,171,,,,4.64,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,11,20811,201,2,26.46,,5.13,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,12,20812,194,,,,4.91,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,13,20813,11,,,,2.68,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,14,20814,45,,,,3.55,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,15,20815,163,,,,3.49,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,16,20816,202,1.9,26.4,,4.79,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,17,20817,141,,,,3.49,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,18,20818,49,,,,1.64,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,19,20819,143,,,,1.37,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,8,20,20820,19,,,,3.17,,5.13,4.79,,,26.46,26.4,2,1.9
ID,2018,2,9,1,20901,1,,,,2.73,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,2,20902,123,,,,3.22,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,3,20903,35,,,,1.97,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,4,20904,86,,,,3.77,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,5,20905,27,,,,5.3,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,6,20906,131,,,,5.08,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,7,20907,181,,,,5.02,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,8,20908,70,,,,3.66,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,9,20909,14,,,,3.28,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,10,20910,121,,,,3.28,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,11,20911,106,,,,3.71,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,12,20912,53,,,,1.8,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,13,20913,201,1.8,21.94,,4.33,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,14,20914,38,,,,5.46,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,15,20915,115,,,,5.73,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,16,20916,5,,,,6.39,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,17,20917,160,,,,2.89,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,18,20918,175,,,,4.86,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,19,20919,202,1.8,22.93,,3.25,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,9,20,20920,118,,,,4.22,,4.33,3.25,,,21.94,22.93,1.8,1.8
ID,2018,2,10,1,21001,105,,,,,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,2,21002,58,,,,3.06,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,3,21003,62,,,,2.18,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,4,21004,201,2,21.83,,1.94,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,5,21005,95,,,,3,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,6,21006,82,,,,1.31,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,7,21007,12,,,,,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,8,21008,128,,,,6.01,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,9,21009,136,,,,4.04,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,10,21010,101,,,,2.78,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,11,21011,98,,,,5.41,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,12,21012,142,,,,4.15,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,13,21013,202,2.2,27.45,,2.44,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,14,21014,139,,,,3.32,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,15,21015,52,,,,2.35,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,16,21016,37,,,,2.78,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,17,21017,77,,,,2.4,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,18,21018,116,,,,4.15,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,19,21019,13,,,,4.7,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,10,20,21020,124,,,,6.39,,1.94,2.44,,,21.83,27.45,2,2.2
ID,2018,2,11,1,21101,189,,,,2.73,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,2,21102,17,,,,1.15,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,3,21103,197,,,,2.4,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,4,21104,201,2.2,22.93,,4.04,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,5,21105,156,,,,4.26,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,6,21106,25,,,,1.97,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,7,21107,173,,,,3.82,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,8,21108,84,,,,3.1,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,9,21109,202,1.9,23.13,,2.77,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,10,21110,94,,,,1.86,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,11,21111,146,,,,4.48,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,12,21112,18,,,,2.78,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,13,21113,55,,,,3.33,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,14,21114,31,,,,1.47,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,15,21115,24,,,,1.04,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,16,21116,99,,,,3.33,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,17,21117,137,,,,3.93,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,18,21118,67,,,,3.44,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,19,21119,50,,,,3.49,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,2,11,20,21120,32,,,,4.42,,4.04,2.77,,,22.93,23.13,2.2,1.9
ID,2018,3,1,1,20101,80,,,,1.75,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,2,20102,132,,,,1.8,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,3,20103,202,0.4,42.13,,1.32,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,4,20104,103,,,,1.66,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,5,20105,201,0.5,40.79,,1.62,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,6,20106,104,,,,1.66,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,7,20107,43,,,,0.66,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,8,20108,154,,,,1.8,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,9,20109,40,,,,2.07,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,10,20110,78,,,,1.86,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,11,20111,91,,,,1.53,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,12,20112,48,,,,1.64,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,13,20113,72,,,,2.16,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,14,20114,178,,,,3.2,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,15,20115,110,,,,3.23,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,16,20116,16,,,,0.38,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,17,20117,44,0.8,39.01,,3.63,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,18,20118,51,,,,2.62,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,19,20119,130,,,,1.42,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,1,20,20120,166,,,,3.17,,1.62,1.32,,,40.79,42.13,0.5,0.4
ID,2018,3,2,1,20201,54,,,,2.8,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,2,20202,15,,,,1.69,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,3,20203,201,,,,1.37,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,4,20204,6,,,,2.29,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,5,20205,33,,,,1.15,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,6,20206,100,,,,0.71,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,7,20207,179,,,,1.86,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,8,20208,126,,,,1.31,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,9,20209,92,,,,3.17,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,10,20210,174,,,,0.98,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,11,20211,28,,,,,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,12,20212,144,,,,1.8,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,13,20213,202,0.9,39.05,,2.42,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,14,20214,66,,,,2.08,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,15,20215,90,,,,0.33,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,16,20216,68,,,,,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,17,20217,149,,,,2.29,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,18,20218,102,,,,2.51,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,19,20219,168,,,,2.21,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,2,20,20220,164,,,,,,1.37,2.42,,,,39.05,,0.9
ID,2018,3,3,1,20301,186,,,,2.51,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,2,20302,159,,,,3.77,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,3,20303,147,,,,1.8,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,4,20304,109,,,,1.42,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,5,20305,29,,,,,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,6,20306,75,,,,1.75,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,7,20307,161,,,,1.75,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,8,20308,127,,,,0.55,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,9,20309,120,,,,1.8,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,10,20310,155,,,,2.13,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,11,20311,41,,,,2.02,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,12,20312,151,,,,1.86,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,13,20313,150,,,,2.51,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,14,20314,201,0.6,37.6,,1.95,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,15,20315,195,,,,3,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,16,20316,108,,,,2.29,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,17,20317,162,,,,2.95,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,18,20318,60,,,,3.49,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,19,20319,134,,,,2.57,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,3,20,20320,202,,56.2,,1.87,,1.95,1.87,,,37.6,56.2,0.6,
ID,2018,3,4,1,20401,34,,,,2.18,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,2,20402,97,,,,1.75,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,3,20403,56,,,,1.91,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,4,20404,23,,,,1.58,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,5,20405,202,0.7,41.35,,1.54,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,6,20406,129,,,,2.4,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,7,20407,187,,,,1.8,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,8,20408,111,,,,,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,9,20409,76,,,,2.02,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,10,20410,158,,,,2.07,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,11,20411,201,,,,1.91,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,12,20412,39,,,,,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,13,20413,87,,,,3.33,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,14,20414,172,,,,1.91,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,15,20415,157,,,,1.75,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,16,20416,169,,,,,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,17,20417,177,,,,3.06,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,18,20418,22,,,,2.07,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,19,20419,61,0.9,40.6,,2.53,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,4,20,20420,180,,,,0.44,,1.91,1.54,,,,41.35,,0.7
ID,2018,3,5,1,20501,152,,,,1.31,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,2,20502,202,0.7,34.11,,2.07,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,3,20503,148,,,,2.46,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,4,20504,201,,,,1.8,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,5,20505,85,,,,0.98,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,6,20506,193,,,,3,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,7,20507,79,,,,1.86,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,8,20508,89,,,,3.11,,1.8,2.07,,,,34.11,,0.7
ID,2018,3,5,9,20509,2,,,,1.97,,1.8,2.07,,,,34.11,,0.7
